match_source,match_external_id,team,minute,period
datahub-football-data,laliga-2023-2024-2023-08-19-almeria-real-madrid,Real Madrid,16,primera
datahub-football-data,laliga-2023-2024-2023-08-19-almeria-real-madrid,Real Madrid,28,primera
datahub-football-data,laliga-2023-2024-2023-08-19-almeria-real-madrid,Real Madrid,38,primera
datahub-football-data,laliga-2023-2024-2023-08-19-osasuna-ath-bilbao,Ath Bilbao,16,primera
datahub-football-data,laliga-2023-2024-2023-08-19-osasuna-ath-bilbao,Ath Bilbao,28,primera
datahub-football-data,laliga-2023-2024-2023-08-19-sociedad-celta,Sociedad,82,segunda
datahub-football-data,laliga-2023-2024-2023-08-19-sociedad-celta,Celta,89,segunda
datahub-football-data,laliga-2023-2024-2023-08-20-barcelona-cadiz,Barcelona,20,primera
datahub-football-data,laliga-2023-2024-2023-08-20-barcelona-cadiz,Barcelona,27,primera
datahub-football-data,laliga-2023-2024-2023-08-20-girona-getafe,Girona,28,primera
datahub-football-data,laliga-2023-2024-2023-08-20-girona-getafe,Girona,38,primera
datahub-football-data,laliga-2023-2024-2023-08-20-girona-getafe,Girona,54,segunda
datahub-football-data,laliga-2023-2024-2023-08-21-alaves-sevilla,Alaves,10,primera
datahub-football-data,laliga-2023-2024-2023-08-21-alaves-sevilla,Alaves,16,primera
datahub-football-data,laliga-2023-2024-2023-08-21-alaves-sevilla,Alaves,28,primera
datahub-football-data,laliga-2023-2024-2023-08-21-alaves-sevilla,Alaves,38,primera
datahub-football-data,laliga-2023-2024-2023-08-21-alaves-sevilla,Sevilla,54,segunda
datahub-football-data,laliga-2023-2024-2023-08-21-alaves-sevilla,Sevilla,66,segunda
datahub-football-data,laliga-2023-2024-2023-08-21-alaves-sevilla,Sevilla,89,segunda
datahub-football-data,laliga-2023-2024-2023-08-21-granada-vallecano,Vallecano,72,segunda
datahub-football-data,laliga-2023-2024-2023-08-21-granada-vallecano,Vallecano,81,segunda
datahub-football-data,laliga-2023-2024-2023-08-25-celta-real-madrid,Real Madrid,84,segunda
datahub-football-data,laliga-2023-2024-2023-08-26-cadiz-almeria,Cadiz,81,segunda
datahub-football-data,laliga-2023-2024-2023-08-26-cadiz-almeria,Almeria,88,segunda
datahub-football-data,laliga-2023-2024-2023-08-26-granada-mallorca,Granada,10,primera
datahub-football-data,laliga-2023-2024-2023-08-26-granada-mallorca,Granada,62,segunda
datahub-football-data,laliga-2023-2024-2023-08-26-granada-mallorca,Granada,73,segunda
datahub-football-data,laliga-2023-2024-2023-08-26-granada-mallorca,Mallorca,82,segunda
datahub-football-data,laliga-2023-2024-2023-08-26-granada-mallorca,Mallorca,89,segunda
datahub-football-data,laliga-2023-2024-2023-08-26-sevilla-girona,Sevilla,18,primera
datahub-football-data,laliga-2023-2024-2023-08-26-sevilla-girona,Girona,30,primera
datahub-football-data,laliga-2023-2024-2023-08-26-sevilla-girona,Girona,40,primera
datahub-football-data,laliga-2023-2024-2023-08-27-ath-bilbao-betis,Ath Bilbao,18,primera
datahub-football-data,laliga-2023-2024-2023-08-27-ath-bilbao-betis,Ath Bilbao,30,primera
datahub-football-data,laliga-2023-2024-2023-08-27-ath-bilbao-betis,Ath Bilbao,40,primera
datahub-football-data,laliga-2023-2024-2023-08-27-ath-bilbao-betis,Ath Bilbao,51,segunda
datahub-football-data,laliga-2023-2024-2023-08-27-ath-bilbao-betis,Betis,63,segunda
datahub-football-data,laliga-2023-2024-2023-08-27-ath-bilbao-betis,Betis,74,segunda
datahub-football-data,laliga-2023-2024-2023-08-27-valencia-osasuna,Valencia,7,primera
datahub-football-data,laliga-2023-2024-2023-08-27-valencia-osasuna,Osasuna,18,primera
datahub-football-data,laliga-2023-2024-2023-08-27-valencia-osasuna,Osasuna,86,segunda
datahub-football-data,laliga-2023-2024-2023-08-27-villarreal-barcelona,Villarreal,9,primera
datahub-football-data,laliga-2023-2024-2023-08-27-villarreal-barcelona,Villarreal,20,primera
datahub-football-data,laliga-2023-2024-2023-08-27-villarreal-barcelona,Villarreal,27,primera
datahub-football-data,laliga-2023-2024-2023-08-27-villarreal-barcelona,Barcelona,37,primera
datahub-football-data,laliga-2023-2024-2023-08-27-villarreal-barcelona,Barcelona,53,segunda
datahub-football-data,laliga-2023-2024-2023-08-27-villarreal-barcelona,Barcelona,81,segunda
datahub-football-data,laliga-2023-2024-2023-08-27-villarreal-barcelona,Barcelona,88,segunda
datahub-football-data,laliga-2023-2024-2023-08-28-getafe-alaves,Getafe,17,primera
datahub-football-data,laliga-2023-2024-2023-08-28-vallecano-ath-madrid,Ath Madrid,16,primera
datahub-football-data,laliga-2023-2024-2023-08-28-vallecano-ath-madrid,Ath Madrid,28,primera
datahub-football-data,laliga-2023-2024-2023-08-28-vallecano-ath-madrid,Ath Madrid,38,primera
datahub-football-data,laliga-2023-2024-2023-08-28-vallecano-ath-madrid,Ath Madrid,54,segunda
datahub-football-data,laliga-2023-2024-2023-08-28-vallecano-ath-madrid,Ath Madrid,66,segunda
datahub-football-data,laliga-2023-2024-2023-08-28-vallecano-ath-madrid,Ath Madrid,72,segunda
datahub-football-data,laliga-2023-2024-2023-08-28-vallecano-ath-madrid,Ath Madrid,81,segunda
datahub-football-data,laliga-2023-2024-2023-09-01-almeria-celta,Almeria,6,primera
datahub-football-data,laliga-2023-2024-2023-09-01-almeria-celta,Almeria,17,primera
datahub-football-data,laliga-2023-2024-2023-09-01-almeria-celta,Celta,29,primera
datahub-football-data,laliga-2023-2024-2023-09-01-almeria-celta,Celta,39,primera
datahub-football-data,laliga-2023-2024-2023-09-01-almeria-celta,Celta,90,segunda
datahub-football-data,laliga-2023-2024-2023-09-01-cadiz-villarreal,Cadiz,37,primera
datahub-football-data,laliga-2023-2024-2023-09-01-cadiz-villarreal,Cadiz,53,segunda
datahub-football-data,laliga-2023-2024-2023-09-01-cadiz-villarreal,Cadiz,65,segunda
datahub-football-data,laliga-2023-2024-2023-09-01-cadiz-villarreal,Villarreal,76,segunda
datahub-football-data,laliga-2023-2024-2023-09-02-alaves-valencia,Alaves,90,segunda
datahub-football-data,laliga-2023-2024-2023-09-02-betis-vallecano,Betis,74,segunda
datahub-football-data,laliga-2023-2024-2023-09-02-real-madrid-getafe,Real Madrid,9,primera
datahub-football-data,laliga-2023-2024-2023-09-02-real-madrid-getafe,Real Madrid,20,primera
datahub-football-data,laliga-2023-2024-2023-09-02-real-madrid-getafe,Getafe,27,primera
datahub-football-data,laliga-2023-2024-2023-09-02-sociedad-granada,Sociedad,10,primera
datahub-football-data,laliga-2023-2024-2023-09-02-sociedad-granada,Sociedad,16,primera
datahub-football-data,laliga-2023-2024-2023-09-02-sociedad-granada,Sociedad,28,primera
datahub-football-data,laliga-2023-2024-2023-09-02-sociedad-granada,Sociedad,38,primera
datahub-football-data,laliga-2023-2024-2023-09-02-sociedad-granada,Sociedad,54,segunda
datahub-football-data,laliga-2023-2024-2023-09-02-sociedad-granada,Granada,66,segunda
datahub-football-data,laliga-2023-2024-2023-09-02-sociedad-granada,Granada,72,segunda
datahub-football-data,laliga-2023-2024-2023-09-02-sociedad-granada,Granada,81,segunda
datahub-football-data,laliga-2023-2024-2023-09-03-girona-las-palmas,Girona,10,primera
datahub-football-data,laliga-2023-2024-2023-09-03-osasuna-barcelona,Osasuna,6,primera
datahub-football-data,laliga-2023-2024-2023-09-03-osasuna-barcelona,Barcelona,17,primera
datahub-football-data,laliga-2023-2024-2023-09-03-osasuna-barcelona,Barcelona,90,segunda
datahub-football-data,laliga-2023-2024-2023-09-15-vallecano-alaves,Vallecano,82,segunda
datahub-football-data,laliga-2023-2024-2023-09-15-vallecano-alaves,Vallecano,89,segunda
datahub-football-data,laliga-2023-2024-2023-09-16-ath-bilbao-cadiz,Ath Bilbao,40,primera
datahub-football-data,laliga-2023-2024-2023-09-16-ath-bilbao-cadiz,Ath Bilbao,51,segunda
datahub-football-data,laliga-2023-2024-2023-09-16-ath-bilbao-cadiz,Ath Bilbao,63,segunda
datahub-football-data,laliga-2023-2024-2023-09-16-barcelona-betis,Barcelona,40,primera
datahub-football-data,laliga-2023-2024-2023-09-16-barcelona-betis,Barcelona,51,segunda
datahub-football-data,laliga-2023-2024-2023-09-16-barcelona-betis,Barcelona,63,segunda
datahub-football-data,laliga-2023-2024-2023-09-16-barcelona-betis,Barcelona,74,segunda
datahub-football-data,laliga-2023-2024-2023-09-16-barcelona-betis,Barcelona,83,segunda
datahub-football-data,laliga-2023-2024-2023-09-16-celta-mallorca,Mallorca,40,primera
datahub-football-data,laliga-2023-2024-2023-09-16-valencia-ath-madrid,Valencia,16,primera
datahub-football-data,laliga-2023-2024-2023-09-16-valencia-ath-madrid,Valencia,28,primera
datahub-football-data,laliga-2023-2024-2023-09-16-valencia-ath-madrid,Valencia,38,primera
datahub-football-data,laliga-2023-2024-2023-09-17-getafe-osasuna,Getafe,9,primera
datahub-football-data,laliga-2023-2024-2023-09-17-getafe-osasuna,Getafe,20,primera
datahub-football-data,laliga-2023-2024-2023-09-17-getafe-osasuna,Getafe,27,primera
datahub-football-data,laliga-2023-2024-2023-09-17-getafe-osasuna,Osasuna,81,segunda
datahub-football-data,laliga-2023-2024-2023-09-17-getafe-osasuna,Osasuna,88,segunda
datahub-football-data,laliga-2023-2024-2023-09-17-real-madrid-sociedad,Real Madrid,27,primera
datahub-football-data,laliga-2023-2024-2023-09-17-real-madrid-sociedad,Real Madrid,37,primera
datahub-football-data,laliga-2023-2024-2023-09-17-real-madrid-sociedad,Sociedad,53,segunda
datahub-football-data,laliga-2023-2024-2023-09-17-sevilla-las-palmas,Sevilla,6,primera
datahub-football-data,laliga-2023-2024-2023-09-17-villarreal-almeria,Villarreal,62,segunda
datahub-football-data,laliga-2023-2024-2023-09-17-villarreal-almeria,Villarreal,73,segunda
datahub-football-data,laliga-2023-2024-2023-09-17-villarreal-almeria,Almeria,82,segunda
datahub-football-data,laliga-2023-2024-2023-09-18-granada-girona,Granada,10,primera
datahub-football-data,laliga-2023-2024-2023-09-18-granada-girona,Granada,16,primera
datahub-football-data,laliga-2023-2024-2023-09-18-granada-girona,Girona,28,primera
datahub-football-data,laliga-2023-2024-2023-09-18-granada-girona,Girona,38,primera
datahub-football-data,laliga-2023-2024-2023-09-18-granada-girona,Girona,54,segunda
datahub-football-data,laliga-2023-2024-2023-09-18-granada-girona,Girona,89,segunda
datahub-football-data,laliga-2023-2024-2023-09-22-alaves-ath-bilbao,Ath Bilbao,17,primera
datahub-football-data,laliga-2023-2024-2023-09-22-alaves-ath-bilbao,Ath Bilbao,29,primera
datahub-football-data,laliga-2023-2024-2023-09-23-almeria-valencia,Almeria,9,primera
datahub-football-data,laliga-2023-2024-2023-09-23-almeria-valencia,Almeria,20,primera
datahub-football-data,laliga-2023-2024-2023-09-23-almeria-valencia,Valencia,27,primera
datahub-football-data,laliga-2023-2024-2023-09-23-almeria-valencia,Valencia,37,primera
datahub-football-data,laliga-2023-2024-2023-09-23-barcelona-celta,Barcelona,19,primera
datahub-football-data,laliga-2023-2024-2023-09-23-barcelona-celta,Barcelona,31,primera
datahub-football-data,laliga-2023-2024-2023-09-23-barcelona-celta,Barcelona,36,primera
datahub-football-data,laliga-2023-2024-2023-09-23-barcelona-celta,Celta,52,segunda
datahub-football-data,laliga-2023-2024-2023-09-23-barcelona-celta,Celta,64,segunda
datahub-football-data,laliga-2023-2024-2023-09-23-girona-mallorca,Girona,8,primera
datahub-football-data,laliga-2023-2024-2023-09-23-girona-mallorca,Girona,19,primera
datahub-football-data,laliga-2023-2024-2023-09-23-girona-mallorca,Girona,31,primera
datahub-football-data,laliga-2023-2024-2023-09-23-girona-mallorca,Girona,36,primera
datahub-football-data,laliga-2023-2024-2023-09-23-girona-mallorca,Girona,52,segunda
datahub-football-data,laliga-2023-2024-2023-09-23-girona-mallorca,Mallorca,64,segunda
datahub-football-data,laliga-2023-2024-2023-09-23-girona-mallorca,Mallorca,75,segunda
datahub-football-data,laliga-2023-2024-2023-09-23-girona-mallorca,Mallorca,87,segunda
datahub-football-data,laliga-2023-2024-2023-09-24-ath-madrid-real-madrid,Ath Madrid,8,primera
datahub-football-data,laliga-2023-2024-2023-09-24-ath-madrid-real-madrid,Ath Madrid,19,primera
datahub-football-data,laliga-2023-2024-2023-09-24-ath-madrid-real-madrid,Ath Madrid,31,primera
datahub-football-data,laliga-2023-2024-2023-09-24-ath-madrid-real-madrid,Real Madrid,87,segunda
datahub-football-data,laliga-2023-2024-2023-09-24-betis-cadiz,Betis,7,primera
datahub-football-data,laliga-2023-2024-2023-09-24-betis-cadiz,Cadiz,18,primera
datahub-football-data,laliga-2023-2024-2023-09-24-las-palmas-granada,Las Palmas,8,primera
datahub-football-data,laliga-2023-2024-2023-09-24-sociedad-getafe,Sociedad,7,primera
datahub-football-data,laliga-2023-2024-2023-09-24-sociedad-getafe,Sociedad,18,primera
datahub-football-data,laliga-2023-2024-2023-09-24-sociedad-getafe,Sociedad,52,segunda
datahub-football-data,laliga-2023-2024-2023-09-24-sociedad-getafe,Sociedad,64,segunda
datahub-football-data,laliga-2023-2024-2023-09-24-sociedad-getafe,Getafe,75,segunda
datahub-football-data,laliga-2023-2024-2023-09-24-sociedad-getafe,Getafe,84,segunda
datahub-football-data,laliga-2023-2024-2023-09-24-sociedad-getafe,Getafe,86,segunda
datahub-football-data,laliga-2023-2024-2023-09-24-vallecano-villarreal,Vallecano,6,primera
datahub-football-data,laliga-2023-2024-2023-09-24-vallecano-villarreal,Villarreal,90,segunda
datahub-football-data,laliga-2023-2024-2023-09-26-mallorca-barcelona,Mallorca,28,primera
datahub-football-data,laliga-2023-2024-2023-09-26-mallorca-barcelona,Mallorca,38,primera
datahub-football-data,laliga-2023-2024-2023-09-26-mallorca-barcelona,Barcelona,54,segunda
datahub-football-data,laliga-2023-2024-2023-09-26-mallorca-barcelona,Barcelona,66,segunda
datahub-football-data,laliga-2023-2024-2023-09-26-sevilla-almeria,Sevilla,9,primera
datahub-football-data,laliga-2023-2024-2023-09-26-sevilla-almeria,Sevilla,54,segunda
datahub-football-data,laliga-2023-2024-2023-09-26-sevilla-almeria,Sevilla,66,segunda
datahub-football-data,laliga-2023-2024-2023-09-26-sevilla-almeria,Sevilla,72,segunda
datahub-football-data,laliga-2023-2024-2023-09-26-sevilla-almeria,Sevilla,81,segunda
datahub-football-data,laliga-2023-2024-2023-09-26-sevilla-almeria,Almeria,88,segunda
datahub-football-data,laliga-2023-2024-2023-09-27-ath-bilbao-getafe,Ath Bilbao,8,primera
datahub-football-data,laliga-2023-2024-2023-09-27-ath-bilbao-getafe,Ath Bilbao,19,primera
datahub-football-data,laliga-2023-2024-2023-09-27-ath-bilbao-getafe,Getafe,80,segunda
datahub-football-data,laliga-2023-2024-2023-09-27-ath-bilbao-getafe,Getafe,87,segunda
datahub-football-data,laliga-2023-2024-2023-09-27-real-madrid-las-palmas,Real Madrid,29,primera
datahub-football-data,laliga-2023-2024-2023-09-27-real-madrid-las-palmas,Real Madrid,39,primera
datahub-football-data,laliga-2023-2024-2023-09-27-valencia-sociedad,Sociedad,38,primera
datahub-football-data,laliga-2023-2024-2023-09-27-villarreal-girona,Villarreal,9,primera
datahub-football-data,laliga-2023-2024-2023-09-27-villarreal-girona,Girona,81,segunda
datahub-football-data,laliga-2023-2024-2023-09-27-villarreal-girona,Girona,88,segunda
datahub-football-data,laliga-2023-2024-2023-09-28-celta-alaves,Celta,72,segunda
datahub-football-data,laliga-2023-2024-2023-09-28-celta-alaves,Alaves,81,segunda
datahub-football-data,laliga-2023-2024-2023-09-28-granada-betis,Granada,76,segunda
datahub-football-data,laliga-2023-2024-2023-09-28-granada-betis,Betis,80,segunda
datahub-football-data,laliga-2023-2024-2023-09-28-osasuna-ath-madrid,Ath Madrid,65,segunda
datahub-football-data,laliga-2023-2024-2023-09-28-osasuna-ath-madrid,Ath Madrid,76,segunda
datahub-football-data,laliga-2023-2024-2023-09-29-barcelona-sevilla,Barcelona,19,primera
datahub-football-data,laliga-2023-2024-2023-09-30-girona-real-madrid,Real Madrid,55,segunda
datahub-football-data,laliga-2023-2024-2023-09-30-girona-real-madrid,Real Madrid,62,segunda
datahub-football-data,laliga-2023-2024-2023-09-30-girona-real-madrid,Real Madrid,73,segunda
datahub-football-data,laliga-2023-2024-2023-09-30-sociedad-ath-bilbao,Sociedad,6,primera
datahub-football-data,laliga-2023-2024-2023-09-30-sociedad-ath-bilbao,Sociedad,83,segunda
datahub-football-data,laliga-2023-2024-2023-09-30-sociedad-ath-bilbao,Sociedad,90,segunda
datahub-football-data,laliga-2023-2024-2023-09-30-vallecano-mallorca,Vallecano,20,primera
datahub-football-data,laliga-2023-2024-2023-09-30-vallecano-mallorca,Vallecano,27,primera
datahub-football-data,laliga-2023-2024-2023-09-30-vallecano-mallorca,Mallorca,37,primera
datahub-football-data,laliga-2023-2024-2023-09-30-vallecano-mallorca,Mallorca,53,segunda
datahub-football-data,laliga-2023-2024-2023-10-01-alaves-osasuna,Osasuna,8,primera
datahub-football-data,laliga-2023-2024-2023-10-01-alaves-osasuna,Osasuna,87,segunda
datahub-football-data,laliga-2023-2024-2023-10-01-almeria-granada,Almeria,9,primera
datahub-football-data,laliga-2023-2024-2023-10-01-almeria-granada,Almeria,20,primera
datahub-football-data,laliga-2023-2024-2023-10-01-almeria-granada,Almeria,66,segunda
datahub-football-data,laliga-2023-2024-2023-10-01-almeria-granada,Granada,72,segunda
datahub-football-data,laliga-2023-2024-2023-10-01-almeria-granada,Granada,81,segunda
datahub-football-data,laliga-2023-2024-2023-10-01-almeria-granada,Granada,88,segunda
datahub-football-data,laliga-2023-2024-2023-10-01-ath-madrid-cadiz,Ath Madrid,40,primera
datahub-football-data,laliga-2023-2024-2023-10-01-ath-madrid-cadiz,Ath Madrid,51,segunda
datahub-football-data,laliga-2023-2024-2023-10-01-ath-madrid-cadiz,Ath Madrid,63,segunda
datahub-football-data,laliga-2023-2024-2023-10-01-ath-madrid-cadiz,Cadiz,74,segunda
datahub-football-data,laliga-2023-2024-2023-10-01-ath-madrid-cadiz,Cadiz,83,segunda
datahub-football-data,laliga-2023-2024-2023-10-01-betis-valencia,Betis,74,segunda
datahub-football-data,laliga-2023-2024-2023-10-01-betis-valencia,Betis,83,segunda
datahub-football-data,laliga-2023-2024-2023-10-01-betis-valencia,Betis,90,segunda
datahub-football-data,laliga-2023-2024-2023-10-02-las-palmas-celta,Las Palmas,16,primera
datahub-football-data,laliga-2023-2024-2023-10-02-las-palmas-celta,Las Palmas,28,primera
datahub-football-data,laliga-2023-2024-2023-10-02-las-palmas-celta,Celta,38,primera
datahub-football-data,laliga-2023-2024-2023-10-06-ath-bilbao-almeria,Ath Bilbao,51,segunda
datahub-football-data,laliga-2023-2024-2023-10-06-ath-bilbao-almeria,Ath Bilbao,63,segunda
datahub-football-data,laliga-2023-2024-2023-10-06-ath-bilbao-almeria,Ath Bilbao,74,segunda
datahub-football-data,laliga-2023-2024-2023-10-07-cadiz-girona,Girona,19,primera
datahub-football-data,laliga-2023-2024-2023-10-07-mallorca-valencia,Mallorca,64,segunda
datahub-football-data,laliga-2023-2024-2023-10-07-mallorca-valencia,Valencia,75,segunda
datahub-football-data,laliga-2023-2024-2023-10-07-real-madrid-osasuna,Real Madrid,51,segunda
datahub-football-data,laliga-2023-2024-2023-10-07-real-madrid-osasuna,Real Madrid,63,segunda
datahub-football-data,laliga-2023-2024-2023-10-07-real-madrid-osasuna,Real Madrid,74,segunda
datahub-football-data,laliga-2023-2024-2023-10-07-real-madrid-osasuna,Real Madrid,83,segunda
datahub-football-data,laliga-2023-2024-2023-10-07-sevilla-vallecano,Sevilla,30,primera
datahub-football-data,laliga-2023-2024-2023-10-07-sevilla-vallecano,Sevilla,40,primera
datahub-football-data,laliga-2023-2024-2023-10-07-sevilla-vallecano,Vallecano,51,segunda
datahub-football-data,laliga-2023-2024-2023-10-07-sevilla-vallecano,Vallecano,63,segunda
datahub-football-data,laliga-2023-2024-2023-10-08-alaves-betis,Alaves,18,primera
datahub-football-data,laliga-2023-2024-2023-10-08-alaves-betis,Betis,30,primera
datahub-football-data,laliga-2023-2024-2023-10-08-ath-madrid-sociedad,Ath Madrid,6,primera
datahub-football-data,laliga-2023-2024-2023-10-08-ath-madrid-sociedad,Ath Madrid,17,primera
datahub-football-data,laliga-2023-2024-2023-10-08-ath-madrid-sociedad,Sociedad,29,primera
datahub-football-data,laliga-2023-2024-2023-10-08-celta-getafe,Celta,8,primera
datahub-football-data,laliga-2023-2024-2023-10-08-celta-getafe,Celta,19,primera
datahub-football-data,laliga-2023-2024-2023-10-08-celta-getafe,Getafe,31,primera
datahub-football-data,laliga-2023-2024-2023-10-08-celta-getafe,Getafe,36,primera
datahub-football-data,laliga-2023-2024-2023-10-08-granada-barcelona,Granada,9,primera
datahub-football-data,laliga-2023-2024-2023-10-08-granada-barcelona,Granada,20,primera
datahub-football-data,laliga-2023-2024-2023-10-08-granada-barcelona,Barcelona,81,segunda
datahub-football-data,laliga-2023-2024-2023-10-08-granada-barcelona,Barcelona,88,segunda
datahub-football-data,laliga-2023-2024-2023-10-08-villarreal-las-palmas,Villarreal,6,primera
datahub-football-data,laliga-2023-2024-2023-10-08-villarreal-las-palmas,Las Palmas,17,primera
datahub-football-data,laliga-2023-2024-2023-10-08-villarreal-las-palmas,Las Palmas,90,segunda
datahub-football-data,laliga-2023-2024-2023-10-20-osasuna-granada,Osasuna,9,primera
datahub-football-data,laliga-2023-2024-2023-10-20-osasuna-granada,Osasuna,20,primera
datahub-football-data,laliga-2023-2024-2023-10-21-celta-ath-madrid,Ath Madrid,9,primera
datahub-football-data,laliga-2023-2024-2023-10-21-celta-ath-madrid,Ath Madrid,20,primera
datahub-football-data,laliga-2023-2024-2023-10-21-celta-ath-madrid,Ath Madrid,27,primera
datahub-football-data,laliga-2023-2024-2023-10-21-getafe-betis,Getafe,7,primera
datahub-football-data,laliga-2023-2024-2023-10-21-getafe-betis,Betis,18,primera
datahub-football-data,laliga-2023-2024-2023-10-21-sevilla-real-madrid,Sevilla,62,segunda
datahub-football-data,laliga-2023-2024-2023-10-21-sevilla-real-madrid,Real Madrid,73,segunda
datahub-football-data,laliga-2023-2024-2023-10-21-sociedad-mallorca,Sociedad,29,primera
datahub-football-data,laliga-2023-2024-2023-10-22-barcelona-ath-bilbao,Barcelona,83,segunda
datahub-football-data,laliga-2023-2024-2023-10-22-girona-almeria,Girona,9,primera
datahub-football-data,laliga-2023-2024-2023-10-22-girona-almeria,Girona,20,primera
datahub-football-data,laliga-2023-2024-2023-10-22-girona-almeria,Girona,27,primera
datahub-football-data,laliga-2023-2024-2023-10-22-girona-almeria,Girona,66,segunda
datahub-football-data,laliga-2023-2024-2023-10-22-girona-almeria,Girona,72,segunda
datahub-football-data,laliga-2023-2024-2023-10-22-girona-almeria,Almeria,81,segunda
datahub-football-data,laliga-2023-2024-2023-10-22-girona-almeria,Almeria,88,segunda
datahub-football-data,laliga-2023-2024-2023-10-22-las-palmas-vallecano,Vallecano,55,segunda
datahub-football-data,laliga-2023-2024-2023-10-22-villarreal-alaves,Villarreal,54,segunda
datahub-football-data,laliga-2023-2024-2023-10-22-villarreal-alaves,Alaves,66,segunda
datahub-football-data,laliga-2023-2024-2023-10-23-valencia-cadiz,Valencia,31,primera
datahub-football-data,laliga-2023-2024-2023-10-23-valencia-cadiz,Valencia,36,primera
datahub-football-data,laliga-2023-2024-2023-10-27-girona-celta,Girona,65,segunda
datahub-football-data,laliga-2023-2024-2023-10-28-almeria-las-palmas,Almeria,8,primera
datahub-football-data,laliga-2023-2024-2023-10-28-almeria-las-palmas,Las Palmas,19,primera
datahub-football-data,laliga-2023-2024-2023-10-28-almeria-las-palmas,Las Palmas,87,segunda
datahub-football-data,laliga-2023-2024-2023-10-28-barcelona-real-madrid,Barcelona,28,primera
datahub-football-data,laliga-2023-2024-2023-10-28-barcelona-real-madrid,Real Madrid,38,primera
datahub-football-data,laliga-2023-2024-2023-10-28-barcelona-real-madrid,Real Madrid,54,segunda
datahub-football-data,laliga-2023-2024-2023-10-28-cadiz-sevilla,Cadiz,27,primera
datahub-football-data,laliga-2023-2024-2023-10-28-cadiz-sevilla,Cadiz,37,primera
datahub-football-data,laliga-2023-2024-2023-10-28-cadiz-sevilla,Sevilla,53,segunda
datahub-football-data,laliga-2023-2024-2023-10-28-cadiz-sevilla,Sevilla,65,segunda
datahub-football-data,laliga-2023-2024-2023-10-29-ath-bilbao-valencia,Ath Bilbao,6,primera
datahub-football-data,laliga-2023-2024-2023-10-29-ath-bilbao-valencia,Ath Bilbao,17,primera
datahub-football-data,laliga-2023-2024-2023-10-29-ath-bilbao-valencia,Valencia,29,primera
datahub-football-data,laliga-2023-2024-2023-10-29-ath-bilbao-valencia,Valencia,39,primera
datahub-football-data,laliga-2023-2024-2023-10-29-ath-madrid-alaves,Ath Madrid,75,segunda
datahub-football-data,laliga-2023-2024-2023-10-29-ath-madrid-alaves,Ath Madrid,84,segunda
datahub-football-data,laliga-2023-2024-2023-10-29-ath-madrid-alaves,Alaves,86,segunda
datahub-football-data,laliga-2023-2024-2023-10-29-betis-osasuna,Betis,55,segunda
datahub-football-data,laliga-2023-2024-2023-10-29-betis-osasuna,Betis,62,segunda
datahub-football-data,laliga-2023-2024-2023-10-29-betis-osasuna,Osasuna,73,segunda
datahub-football-data,laliga-2023-2024-2023-10-29-vallecano-sociedad,Vallecano,36,primera
datahub-football-data,laliga-2023-2024-2023-10-29-vallecano-sociedad,Vallecano,52,segunda
